,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image_url
470,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60.0,8960.0,35.0,525.0,45,Fresh Snow Pokémon,110.0,1000000.0,0.8,65.0,Glaceon,88.1,471.0,130.0,95.0,65.0,ice,,25.9,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
471,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95.0,5120.0,70.0,510.0,30,Fang Scorp Pokémon,125.0,1059860.0,2.0,75.0,Gliscor,50.0,472.0,45.0,75.0,95.0,ground,flying,42.5,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
472,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130.0,5120.0,70.0,530.0,50,Twin Tusk Pokémon,80.0,1250000.0,2.5,110.0,Mamoswine,50.0,473.0,70.0,60.0,80.0,ice,ground,291.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
473,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,535.0,30,Virtual Pokémon,70.0,1000000.0,0.9,85.0,Porygon-Z,,474.0,135.0,75.0,90.0,normal,,34.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
474,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165.0,5120.0,35.0,618.0,45,Blade Pokémon,95.0,1250000.0,1.6,68.0,Gallade,100.0,475.0,65.0,115.0,110.0,psychic,fighting,52.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
475,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55.0,5120.0,70.0,525.0,60,Compass Pokémon,145.0,1000000.0,1.4,60.0,Probopass,50.0,476.0,75.0,150.0,40.0,rock,steel,340.0,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
476,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100.0,6400.0,35.0,525.0,45,Gripper Pokémon,135.0,800000.0,2.2,45.0,Dusknoir,50.0,477.0,65.0,135.0,45.0,ghost,,106.6,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
477,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80.0,5120.0,70.0,480.0,75,Snow Land Pokémon,70.0,1000000.0,1.3,70.0,Froslass,0.0,478.0,80.0,70.0,110.0,ice,ghost,26.6,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
478,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65.0,5120.0,70.0,520.0,45,Plasma Pokémon,107.0,1000000.0,0.3,50.0,Rotom,,479.0,105.0,107.0,86.0,electric,ghost,0.3,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
479,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75.0,20480.0,140.0,580.0,3,Knowledge Pokémon,130.0,1250000.0,0.3,75.0,Uxie,,480.0,75.0,130.0,95.0,psychic,,0.3,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
480,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105.0,20480.0,140.0,580.0,3,Emotion Pokémon,105.0,1250000.0,0.3,80.0,Mesprit,,481.0,105.0,105.0,80.0,psychic,,0.3,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
481,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125.0,20480.0,140.0,580.0,3,Willpower Pokémon,70.0,1250000.0,0.3,75.0,Azelf,,482.0,125.0,70.0,115.0,psychic,,0.3,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
482,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120.0,30720.0,0.0,680.0,3,Temporal Pokémon,120.0,1250000.0,5.4,100.0,Dialga,,483.0,150.0,100.0,90.0,steel,dragon,683.0,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
483,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120.0,30720.0,0.0,680.0,3,Spatial Pokémon,100.0,1250000.0,4.2,90.0,Palkia,,484.0,150.0,120.0,100.0,water,dragon,336.0,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
484,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90.0,2560.0,100.0,600.0,3,Lava Dome Pokémon,106.0,1250000.0,1.7,91.0,Heatran,50.0,485.0,130.0,106.0,77.0,fire,steel,430.0,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
485,['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0,30720.0,0.0,670.0,3,Colossal Pokémon,110.0,1250000.0,3.7,110.0,Regigigas,,486.0,80.0,110.0,100.0,normal,,420.0,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
486,"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120.0,30720.0,0.0,680.0,3,Renegade Pokémon,100.0,1250000.0,4.5,150.0,Giratina,,487.0,120.0,100.0,90.0,ghost,dragon,750.0,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
487,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70.0,30720.0,100.0,600.0,3,Lunar Pokémon,120.0,1250000.0,1.5,120.0,Cresselia,0.0,488.0,75.0,130.0,85.0,psychic,,85.6,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
488,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80.0,10240.0,70.0,480.0,30,Sea Drifter Pokémon,80.0,1250000.0,0.4,80.0,Phione,,489.0,80.0,80.0,80.0,water,,3.1,4.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
489,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100.0,2560.0,70.0,600.0,3,Seafaring Pokémon,100.0,1250000.0,0.3,100.0,Manaphy,,490.0,100.0,100.0,100.0,water,,1.4,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
490,['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90.0,30720.0,0.0,600.0,3,Pitch-Black Pokémon,90.0,1250000.0,1.5,70.0,Darkrai,,491.0,135.0,90.0,125.0,dark,,50.5,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
491,"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103.0,30720.0,100.0,600.0,45,Gratitude Pokémon,75.0,1059860.0,0.2,100.0,Shaymin,,492.0,120.0,75.0,127.0,grass,grass,2.1,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
492,['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,30720.0,0.0,720.0,3,Alpha Pokémon,120.0,1250000.0,3.2,120.0,Arceus,,493.0,120.0,120.0,120.0,normal,,320.0,4.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
493,['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100.0,30720.0,100.0,600.0,3,Victory Pokémon,100.0,1250000.0,0.4,100.0,Victini,,494.0,100.0,100.0,100.0,psychic,fire,4.0,5.0,1.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
494,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45.0,5120.0,70.0,308.0,45,Grass Snake Pokémon,55.0,1059860.0,0.6,45.0,Snivy,88.1,495.0,45.0,55.0,63.0,grass,,8.1,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
495,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60.0,5120.0,70.0,413.0,45,Grass Snake Pokémon,75.0,1059860.0,0.8,60.0,Servine,88.1,496.0,60.0,75.0,83.0,grass,,16.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
496,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75.0,5120.0,70.0,528.0,45,Regal Pokémon,95.0,1059860.0,3.3,75.0,Serperior,88.1,497.0,75.0,95.0,113.0,grass,,63.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
497,"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63.0,5120.0,70.0,308.0,45,Fire Pig Pokémon,45.0,1059860.0,0.5,65.0,Tepig,88.1,498.0,45.0,45.0,45.0,fire,,9.9,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
498,"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93.0,5120.0,70.0,418.0,45,Fire Pig Pokémon,55.0,1059860.0,1.0,90.0,Pignite,88.1,499.0,70.0,55.0,55.0,fire,fighting,55.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
499,"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123.0,5120.0,70.0,528.0,45,Mega Fire Pig Pokémon,65.0,1059860.0,1.6,110.0,Emboar,88.1,500.0,100.0,65.0,65.0,fire,fighting,150.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
500,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55.0,5120.0,70.0,308.0,45,Sea Otter Pokémon,45.0,1059860.0,0.5,55.0,Oshawott,88.1,501.0,63.0,45.0,45.0,water,,5.9,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
501,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75.0,5120.0,70.0,413.0,45,Discipline Pokémon,60.0,1059860.0,0.8,75.0,Dewott,88.1,502.0,83.0,60.0,60.0,water,,24.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
502,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100.0,5120.0,70.0,528.0,45,Formidable Pokémon,85.0,1059860.0,1.5,95.0,Samurott,88.1,503.0,108.0,70.0,70.0,water,,94.6,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
503,"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,3840.0,70.0,255.0,255,Scout Pokémon,39.0,1000000.0,0.5,45.0,Patrat,50.0,504.0,35.0,39.0,42.0,normal,,11.6,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
504,"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,5120.0,70.0,420.0,255,Lookout Pokémon,69.0,1000000.0,1.1,60.0,Watchog,50.0,505.0,60.0,69.0,77.0,normal,,27.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
505,"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,3840.0,70.0,275.0,255,Puppy Pokémon,45.0,1059860.0,0.4,45.0,Lillipup,50.0,506.0,25.0,45.0,55.0,normal,,4.1,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
506,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,3840.0,70.0,370.0,120,Loyal Dog Pokémon,65.0,1059860.0,0.9,65.0,Herdier,50.0,507.0,35.0,65.0,60.0,normal,,14.7,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
507,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,3840.0,70.0,500.0,45,Big-Hearted Pokémon,90.0,1059860.0,1.2,85.0,Stoutland,50.0,508.0,45.0,90.0,80.0,normal,,61.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
508,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50.0,5120.0,70.0,281.0,255,Devious Pokémon,37.0,1000000.0,0.4,41.0,Purrloin,50.0,509.0,50.0,37.0,66.0,dark,,10.1,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
509,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88.0,5120.0,70.0,446.0,90,Cruel Pokémon,50.0,1000000.0,1.1,64.0,Liepard,50.0,510.0,88.0,50.0,106.0,dark,,37.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
510,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53.0,5120.0,70.0,316.0,190,Grass Monkey Pokémon,48.0,1000000.0,0.6,50.0,Pansage,88.1,511.0,53.0,48.0,64.0,grass,,10.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
511,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98.0,5120.0,70.0,498.0,75,Thorn Monkey Pokémon,63.0,1000000.0,1.1,75.0,Simisage,88.1,512.0,98.0,63.0,101.0,grass,,30.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
512,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53.0,5120.0,70.0,316.0,190,High Temp Pokémon,48.0,1000000.0,0.6,50.0,Pansear,88.1,513.0,53.0,48.0,64.0,fire,,11.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
513,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98.0,5120.0,70.0,498.0,75,Ember Pokémon,63.0,1000000.0,1.0,75.0,Simisear,88.1,514.0,98.0,63.0,101.0,fire,,28.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
514,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53.0,5120.0,70.0,316.0,190,Spray Pokémon,48.0,1000000.0,0.6,50.0,Panpour,88.1,515.0,53.0,48.0,64.0,water,,13.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
515,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98.0,5120.0,70.0,498.0,75,Geyser Pokémon,63.0,1000000.0,1.0,75.0,Simipour,88.1,516.0,98.0,63.0,101.0,water,,29.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
516,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25.0,2560.0,70.0,292.0,190,Dream Eater Pokémon,45.0,800000.0,0.6,76.0,Munna,50.0,517.0,67.0,55.0,24.0,psychic,,23.3,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
517,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55.0,2560.0,70.0,487.0,75,Drowsing Pokémon,85.0,800000.0,1.1,116.0,Musharna,50.0,518.0,107.0,95.0,29.0,psychic,,60.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
518,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55.0,3840.0,70.0,264.0,255,Tiny Pigeon Pokémon,50.0,1059860.0,0.3,50.0,Pidove,50.0,519.0,36.0,30.0,43.0,normal,flying,2.1,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
519,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77.0,3840.0,70.0,358.0,120,Wild Pigeon Pokémon,62.0,1059860.0,0.6,62.0,Tranquill,50.0,520.0,50.0,42.0,65.0,normal,flying,15.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
520,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115.0,3840.0,70.0,488.0,45,Proud Pokémon,80.0,1059860.0,1.2,80.0,Unfezant,50.0,521.0,65.0,55.0,93.0,normal,flying,29.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
521,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60.0,5120.0,70.0,295.0,190,Electrified Pokémon,32.0,1000000.0,0.8,45.0,Blitzle,50.0,522.0,50.0,32.0,76.0,electric,,29.8,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
522,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100.0,5120.0,70.0,497.0,75,Thunderbolt Pokémon,63.0,1000000.0,1.6,75.0,Zebstrika,50.0,523.0,80.0,63.0,116.0,electric,,79.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
523,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75.0,3840.0,70.0,280.0,255,Mantle Pokémon,85.0,1059860.0,0.4,55.0,Roggenrola,50.0,524.0,25.0,25.0,15.0,rock,,18.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
524,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105.0,3840.0,70.0,390.0,120,Ore Pokémon,105.0,1059860.0,0.9,70.0,Boldore,50.0,525.0,50.0,40.0,20.0,rock,,102.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
525,"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135.0,3840.0,70.0,515.0,45,Compressed Pokémon,130.0,1059860.0,1.7,85.0,Gigalith,50.0,526.0,60.0,80.0,25.0,rock,,260.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
526,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45.0,3840.0,70.0,323.0,190,Bat Pokémon,43.0,1000000.0,0.4,65.0,Woobat,50.0,527.0,55.0,43.0,72.0,psychic,flying,2.1,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png
527,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57.0,3840.0,70.0,425.0,45,Courting Pokémon,55.0,1000000.0,0.9,67.0,Swoobat,50.0,528.0,77.0,55.0,114.0,psychic,flying,10.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png
528,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85.0,5120.0,70.0,328.0,120,Mole Pokémon,40.0,1000000.0,0.3,60.0,Drilbur,50.0,529.0,30.0,45.0,68.0,ground,,8.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
529,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135.0,5120.0,70.0,508.0,60,Subterrene Pokémon,60.0,1000000.0,0.7,110.0,Excadrill,50.0,530.0,50.0,65.0,88.0,ground,steel,40.4,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
530,"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,5120.0,70.0,545.0,255,Hearing Pokémon,126.0,800000.0,1.1,103.0,Audino,50.0,531.0,80.0,126.0,50.0,normal,,31.0,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png
531,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80.0,5120.0,70.0,305.0,180,Muscular Pokémon,55.0,1059860.0,0.6,75.0,Timburr,75.4,532.0,25.0,35.0,35.0,fighting,,12.5,5.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png
